0.000000	0.859229	-0.001060
0.000327	0.851933	-0.004857
0.000504	0.848605	-0.007064
0.000612	0.858274	-0.009370
0.000718	0.851788	-0.000980
0.000739	0.849522	-0.011552
0.000774	0.848621	-0.009869
0.000882	0.852614	-0.011754
0.000899	0.854999	-0.006856
0.000903	0.846210	-0.006622
0.000916	0.851693	-0.006570
0.000937	0.848794	-0.001273
0.000948	0.848980	-0.003846
0.001043	0.852286	0.004332
0.001121	0.845691	-0.009799
0.001162	0.854907	0.001942
0.001163	0.842919	-0.006689
0.001168	0.852268	0.002365
0.001190	0.842921	-0.003365
0.001207	0.857685	-0.006992
0.001213	0.860066	-0.006745
0.001232	0.840298	-0.008766
0.001233	0.840609	-0.006854
0.001251	0.855025	-0.001177
0.001260	0.848593	0.002262
0.001264	0.855183	-0.003896
0.001340	0.857543	-0.000832
0.001357	0.856916	-0.003246
0.001377	0.854686	-0.009449
0.001433	0.845734	-0.000765
0.001437	0.843611	0.001354
0.001460	0.851844	-0.009724
0.001526	0.859926	-0.004211
0.001539	0.842745	-0.000706
0.001556	0.845831	-0.003482
0.001657	0.845923	0.001765
0.001665	0.854917	-0.011707
0.001711	0.841452	-0.003959
0.002015	0.860017	-0.008634
0.002080	0.843147	-0.009665
0.002280	0.853692	0.004458
0.002469	0.856784	0.001185
0.002658	0.841272	-0.002087
0.003307	0.841312	0.003846
0.003315	0.848953	-0.009237
0.003391	0.841127	-0.011424
0.003420	0.858683	-0.003538
0.003428	0.857849	0.000086
0.003579	0.854965	0.002974
0.003586	0.845680	0.002947
0.003589	0.842299	-0.000037
0.003594	0.855095	-0.007094
0.003687	0.839586	-0.006175
0.003715	0.842876	-0.006236
0.003782	0.862711	0.001220
0.003852	0.857719	-0.006000
0.003853	0.860778	-0.009261
0.003868	0.846140	-0.007226
0.003873	0.846504	-0.000329
0.003897	0.849270	-0.003592
0.003900	0.854552	-0.003973
0.003909	0.851082	-0.000680
0.003910	0.839711	-0.009667
0.003910	0.861000	-0.006415
0.003915	0.848931	0.001220
0.003926	0.842609	0.002505
0.003965	0.851873	-0.009904
0.003989	0.846365	-0.002883
0.004048	0.857697	-0.009878
0.004053	0.851857	0.005328
0.004055	0.854753	-0.009524
0.004101	0.851829	0.001733
0.004107	0.849066	0.004816
0.004123	0.852211	-0.012339
0.004149	0.854490	-0.012350
0.004156	0.840220	-0.000552
0.004224	0.848515	-0.012276
0.004228	0.860150	-0.000718
0.004250	0.848817	0.000049
0.004256	0.846068	-0.010129
0.004270	0.839848	-0.003493
0.004280	0.857551	0.002416
0.004302	0.854385	-0.014205
0.004310	0.837316	-0.004629
0.004358	0.851761	-0.006443
0.004385	0.854892	0.004839
0.004426	0.849394	-0.014300
0.004443	0.856719	-0.012550
0.004444	0.842868	-0.009118
0.004491	0.837924	-0.008811
0.004542	0.842428	-0.003394
0.004555	0.851936	-0.003903
0.004558	0.845585	0.004572
0.004586	0.862475	-0.008794
0.004589	0.863671	-0.003968
0.004596	0.860896	-0.003463
0.004667	0.838010	-0.000348
0.004681	0.859908	-0.011209
0.004697	0.846539	-0.012016
0.004700	0.837600	-0.006768
0.004700	0.862747	-0.006768
0.004720	0.851551	-0.014155
0.004720	0.856704	-0.014155
0.004790	0.854634	-0.000962
0.004848	0.860152	0.001908
0.004866	0.842933	-0.012198
0.004866	0.840217	0.001924
0.004983	0.848992	-0.006873
0.005052	0.843801	0.004550
0.005190	0.857103	0.004100
0.006398	0.846011	-0.009725
0.006500	0.860961	0.002079
0.006601	0.858006	0.002251
0.006618	0.839736	0.002423
0.006647	0.861395	-0.000628
0.006696	0.843255	-0.012569
0.006702	0.843070	0.002459
0.006741	0.855155	-0.010053
0.006756	0.839790	-0.010011
0.006771	0.857796	0.000167
0.006848	0.852012	0.002245
0.006876	0.848898	0.002860
0.006886	0.854779	-0.006563
0.006896	0.860587	-0.009540
0.006911	0.845687	-0.012872
0.006973	0.846362	-0.007086
0.007042	0.860264	0.004183
0.007049	0.842701	-0.003780
0.007052	0.839104	-0.003372
0.007062	0.849009	-0.013300
0.007073	0.839574	-0.001095
0.007075	0.857521	-0.012545
0.007084	0.851914	-0.003272
0.007090	0.861317	-0.003555
0.007115	0.851852	0.005655
0.007173	0.857666	0.004441
0.007173	0.858181	-0.006857
0.007178	0.845864	0.002651
0.007207	0.837020	-0.009151
0.007224	0.855099	-0.012236
0.007243	0.848150	-0.003079
0.007252	0.840210	0.004258
0.007257	0.852013	-0.014996
0.007259	0.854293	-0.003448
0.007295	0.863444	-0.006504
0.007297	0.842668	-0.000671
0.007298	0.840770	-0.006755
0.007327	0.836953	-0.006436
0.007339	0.849170	-0.000772
0.007350	0.837325	-0.000450
0.007353	0.840536	-0.012031
0.007356	0.842043	-0.009844
0.007362	0.843469	0.004667
0.007385	0.851440	-0.011591
0.007400	0.854395	-0.015437
0.007435	0.857437	-0.009193
0.007448	0.852461	-0.006901
0.007495	0.835387	-0.007967
0.007512	0.865421	0.001140
0.007517	0.863872	-0.009242
0.007529	0.853804	0.006873
0.007536	0.846448	0.005716
0.007559	0.837203	0.002282
0.007559	0.838073	0.003908
0.007562	0.854712	0.001157
0.007570	0.848662	-0.014929
0.007582	0.845916	-0.001686
0.007586	0.848922	0.005901
0.007596	0.845173	-0.003811
0.007609	0.863013	-0.003591
0.007621	0.854687	0.005520
0.007629	0.851628	-0.000905
0.007643	0.861085	-0.012384
0.007666	0.837383	-0.003667
0.007772	0.852128	-0.009410
0.007787	0.863489	0.002359
0.007809	0.851887	0.007121
0.007823	0.848634	-0.007179
0.007868	0.846631	-0.015578
0.007889	0.863551	-0.000367
0.007934	0.857787	-0.014708
0.008135	0.835447	-0.009375
0.008140	0.854436	-0.002092
0.008178	0.848458	0.007082
0.008179	0.863482	-0.011714
0.008192	0.860488	-0.014796
0.008205	0.842863	-0.015172
0.008215	0.837596	-0.012136
0.008269	0.861389	-0.007131
0.008280	0.862866	0.003995
0.008295	0.849349	-0.008872
0.008320	0.840964	-0.014387
0.008360	0.835378	0.002443
0.008428	0.842790	-0.007794
0.008442	0.852594	-0.017583
0.008493	0.849507	-0.018104
0.008505	0.834566	-0.001254
0.008527	0.838479	-0.014002
0.008552	0.865549	-0.000930
0.008729	0.865433	-0.003687
0.008752	0.854471	-0.016983
0.008836	0.856740	-0.018257
0.009009	0.857778	-0.004012
0.009147	0.845783	-0.010025
0.009695	0.849136	-0.003725
